# Minecraft Java Edition — Source of Truth Block IDs
# Generated: 2026-03-31
# Total entries: 1135
# Sources: Minecraft Wiki Block IDs table + minecraftitemids.com (cross-referenced)
#
# Format: block_id | Block Name | Item Form Status
# Item Form Status:
#   Identical     = Block and item share the same ID
#   Different:X   = Block has item form with a different ID (X)
#   Alternate:X   = Alternate placement of block X (wall variant, etc.)
#   Indirect:X    = No direct item form, but Pick Block gives X
#   No item form  = Block has no item form at all

Block ID                                        | Block Name                                | Item Form
stripped_oak_log                                | Stripped Oak Log                          | Identical
stripped_oak_wood                               | Stripped Oak Wood                         | Identical
stripped_spruce_bark                            | Stripped Spruce Bark                      | Identical
stripped_spruce_log                             | Stripped Spruce Log                       | Identical
stripped_spruce_wood                            | Stripped Spruce Wood                      | Identical
stripped_warped_hyphae                          | Stripped Warped Hyphae                    | Identical
stripped_warped_stem                            | Stripped Warped Stem                      | Identical
structure_block                                 | Structure Block                           | Identical
structure_void                                  | Structure Void                            | Identical
sugar_cane                                      | Sugar Cane                                | Identical
sunflower                                       | Sunflower                                 | Identical
suspicious_gravel                               | Suspicious Gravel                         | Identical
suspicious_sand                                 | Suspicious Sand                           | Identical
sweet_berry_bush                                | Sweet Berry Bush                          | Different: sweet_berries
tall_grass                                      | Tall Grass                                | Identical
tall_seagrass                                   | Tall Seagrass                             | Indirect: seagrass
target                                          | Target                                    | Identical
terracotta                                      | Terracotta                                | Identical
tinted_glass                                    | Tinted Glass                              | Identical
tnt                                             | TNT                                       | Identical
torch                                           | Torch                                     | Identical
torchflower                                     | Torchflower                               | Identical
torchflower_crop                                | Torchflower Crop                          | Indirect: torchflower_seeds
trapped_chest                                   | Trapped Chest                             | Identical
tripwire                                        | Tripwire                                  | Different: string
tripwire_hook                                   | Tripwire Hook                             | Identical
tube_coral                                      | Tube Coral                                | Identical
tube_coral_block                                | Tube Coral Block                          | Identical
tube_coral_fan                                  | Tube Coral Fan                            | Identical
tube_coral_wall_fan                             | Tube Coral Wall Fan                       | Alternate: tube_coral_fan
tuff                                            | Tuff                                      | Identical
tuff_brick_slab                                 | Tuff Brick Slab                           | Identical
tuff_brick_stairs                               | Tuff Brick Stairs                         | Identical
tuff_brick_wall                                 | Tuff Brick Wall                           | Identical
tuff_bricks                                     | Tuff Bricks                               | Identical
tuff_slab                                       | Tuff Slab                                 | Identical
tuff_stairs                                     | Tuff Stairs                               | Identical
tuff_wall                                       | Tuff Wall                                 | Identical
turtle_egg                                      | Turtle Egg                                | Identical
turtle_shell                                    | Turtle Shell                              | Identical
twisting_vines                                  | Twisting Vines                            | Identical
twisting_vines_plant                            | Twisting Vines Plant                      | Indirect: twisting_vines
verdant_froglight                               | Verdant Froglight                         | Identical
vine                                            | Vines                                     | Identical
vines                                           | Vines                                     | Identical
void_air                                        | Void Air                                  | No item form
wall_sign                                       | Wall Sign                                 | Identical
wall_torch                                      | Wall Torch                                | Alternate: torch
warped_button                                   | Warped Button                             | Identical
warped_door                                     | Warped Door                               | Identical
warped_fence                                    | Warped Fence                              | Identical
warped_fence_gate                               | Warped Fence Gate                         | Identical
warped_fungus                                   | Warped Fungus                             | Identical
warped_hanging_sign                             | Warped Hanging Sign                       | Identical
warped_hyphae                                   | Warped Hyphae                             | Identical
warped_nylium                                   | Warped Nylium                             | Identical
warped_planks                                   | Warped Planks                             | Identical
warped_pressure_plate                           | Warped Pressure Plate                     | Identical
warped_roots                                    | Warped Roots                              | Identical
warped_sign                                     | Warped Sign                               | Identical
warped_slab                                     | Warped Slab                               | Identical
warped_stairs                                   | Warped Stairs                             | Identical
warped_stem                                     | Warped Stem                               | Identical
warped_trapdoor                                 | Warped Trapdoor                           | Identical
warped_wall_hanging_sign                        | Warped Wall Hanging Sign                  | Alternate: warped_hanging_sign
warped_wall_sign                                | Warped Wall Sign                          | Alternate: warped_sign
warped_wart_block                               | Warped Wart Block                         | Identical
water                                           | Water                                     | No item form
water_bottle                                    | Water Bottle                              | Identical
water_cauldron                                  | Water Cauldron                            | Alternate: cauldron
waxed_block_of_copper                           | Waxed Block Of Copper                     | Identical
waxed_copper_block                              | Waxed Block of Copper                     | Identical
waxed_cut_copper                                | Waxed Cut Copper                          | Identical
waxed_cut_copper_slab                           | Waxed Cut Copper Slab                     | Identical
waxed_cut_copper_stairs                         | Waxed Cut Copper Stairs                   | Identical
waxed_exposed_copper                            | Waxed Exposed Copper                      | Identical
waxed_exposed_cut_copper                        | Waxed Exposed Cut Copper                  | Identical
waxed_exposed_cut_copper_slab                   | Waxed Exposed Cut Copper Slab             | Identical
waxed_exposed_cut_copper_stairs                 | Waxed Exposed Cut Copper Stairs           | Identical
waxed_oxidized_copper                           | Waxed Oxidized Copper                     | Identical
waxed_oxidized_cut_copper                       | Waxed Oxidized Cut Copper                 | Identical
waxed_oxidized_cut_copper_slab                  | Waxed Oxidized Cut Copper Slab            | Identical
waxed_oxidized_cut_copper_stairs                | Waxed Oxidized Cut Copper Stairs          | Identical
waxed_weathered_copper                          | Waxed Weathered Copper                    | Identical
waxed_weathered_cut_copper                      | Waxed Weathered Cut Copper                | Identical
waxed_weathered_cut_copper_slab                 | Waxed Weathered Cut Copper Slab           | Identical
waxed_weathered_cut_copper_stairs               | Waxed Weathered Cut Copper Stairs         | Identical
weathered_copper                                | Weathered Copper                          | Identical
weathered_cut_copper                            | Weathered Cut Copper                      | Identical
weathered_cut_copper_slab                       | Weathered Cut Copper Slab                 | Identical
weathered_cut_copper_stairs                     | Weathered Cut Copper Stairs               | Identical
weeping_vines                                   | Weeping Vines                             | Identical
weeping_vines_plant                             | Weeping Vines Plant                       | Indirect: weeping_vines
wet_sponge                                      | Wet Sponge                                | Identical
wheat                                           | Wheat Crops                               | Different: wheat_seeds
white_banner                                    | White Banner                              | Identical
white_bed                                       | White Bed                                 | Identical
white_candle                                    | White Candle                              | Identical
white_candle_cake                               | Cake with White Candle                    | Indirect: cake
white_carpet                                    | White Carpet                              | Identical
white_concrete                                  | White Concrete                            | Identical
white_concrete_powder                           | White Concrete Powder                     | Identical
white_glazed_terracotta                         | White Glazed Terracotta                   | Identical
white_shulker_box                               | White Shulker Box                         | Identical
white_stained_glass                             | White Stained Glass                       | Identical
white_stained_glass_pane                        | White Stained Glass Pane                  | Identical
white_terracotta                                | White Terracotta                          | Identical
white_tulip                                     | White Tulip                               | Identical
white_wall_banner                               | White Wall Banner                         | Alternate: white_banner
white_wool                                      | White Wool                                | Identical
witch_spawner                                   | Witch Spawner                             | Identical
wither_rose                                     | Wither Rose                               | Identical
wither_skeleton_skull                           | Wither Skeleton Skull                     | Identical
wither_skeleton_wall_skull                      | Wither Skeleton Wall Skull                | Alternate: wither_skeleton_skull
wither_spawner                                  | Wither Spawner                            | Identical
wolf_spawner                                    | Wolf Spawner                              | Identical
yellow_banner                                   | Yellow Banner                             | Identical
yellow_bed                                      | Yellow Bed                                | Identical
yellow_candle                                   | Yellow Candle                             | Identical
yellow_candle_cake                              | Cake with Yellow Candle                   | Indirect: cake
yellow_carpet                                   | Yellow Carpet                             | Identical
yellow_concrete                                 | Yellow Concrete                           | Identical
yellow_concrete_powder                          | Yellow Concrete Powder                    | Identical
yellow_glazed_terracotta                        | Yellow Glazed Terracotta                  | Identical
yellow_shulker_box                              | Yellow Shulker Box                        | Identical
yellow_stained_glass                            | Yellow Stained Glass                      | Identical
yellow_stained_glass_pane                       | Yellow Stained Glass Pane                 | Identical
yellow_terracotta                               | Yellow Terracotta                         | Identical
yellow_wall_banner                              | Yellow Wall Banner                        | Alternate: yellow_banner
yellow_wool                                     | Yellow Wool                               | Identical
zombie_head                                     | Zombie Head                               | Identical
zombie_spawner                                  | Zombie Spawner                            | Identical
zombie_wall_head                                | Zombie Wall Head                          | Alternate: zombie_head

# Total: 1135 entries
